Order Date,Sales,volatility_30d,volatility_7d,cv_30d,trend_30d,momentum_7d,momentum_30d,zscore,is_spike,consistency_score,anomaly_score,anomaly_probability,risk_score,risk_level,risk_factors
2015-01-03,16.448,1100.7407085860068,1636.5224669199947,1.8535035488152998,-16.360815350389327,-0.39567120622568097,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42695704638665505,30,Low,High Volatility (CV=1.85)
2015-01-04,288.06,1100.7407085860068,1636.5224669199947,1.8535035488152998,-16.360815350389327,-0.39567120622568097,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4204539620273543,30,Low,High Volatility (CV=1.85)
2015-01-05,19.536,1100.7407085860068,1636.5224669199947,1.8535035488152998,-16.360815350389327,-0.39567120622568097,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42357612793607563,30,Low,High Volatility (CV=1.85)
2015-01-06,4407.1,1100.7407085860068,1636.5224669199947,1.8535035488152998,-16.360815350389327,-0.39567120622568097,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.48866974733812757,30,Low,High Volatility (CV=1.85)
2015-01-07,87.15799999999999,1100.7407085860068,1636.5224669199947,1.8535035488152998,-16.360815350389327,-0.39567120622568097,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42141223481893236,30,Low,High Volatility (CV=1.85)
2015-01-09,40.544,1100.7407085860068,1636.5224669199947,1.8535035488152998,-16.360815350389327,-0.39567120622568097,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42212875499057456,30,Low,High Volatility (CV=1.85)
2015-01-10,54.83,1100.7407085860068,1636.5224669199947,1.8535035488152998,-16.360815350389327,-0.39567120622568097,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42212875499057456,30,Low,High Volatility (CV=1.85)
2015-01-11,9.94,1100.7407085860068,1636.9785965951623,1.8535035488152998,-16.360815350389327,-0.39567120622568097,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42695704638665505,30,Low,High Volatility (CV=1.85)
2015-01-13,3553.795,1100.7407085860068,1937.454586758948,1.8535035488152998,-16.360815350389327,11.336995764771228,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4916724800578978,30,Low,High Volatility (CV=1.85)
2015-01-14,61.96,1100.7407085860068,1933.326882273182,1.8535035488152998,-16.360815350389327,2.1715806715806716,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4300237087234657,30,Low,High Volatility (CV=1.85)
2015-01-15,149.95,1100.7407085860068,1318.4562917556811,1.8535035488152998,-16.360815350389327,-0.965975357945134,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.421879630217346,30,Low,High Volatility (CV=1.85)
2015-01-16,299.964,1100.7407085860068,1308.001682727092,1.8535035488152998,-16.360815350389327,2.4416117854930133,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4278766682130831,30,Low,High Volatility (CV=1.85)
2015-01-18,64.864,1100.7407085860068,1306.3120522250158,1.8535035488152998,-16.360815350389327,0.5998421468034729,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42469650680635274,30,Low,High Volatility (CV=1.85)
2015-01-19,378.594,1100.7407085860068,1289.4428456653927,1.8535035488152998,-16.360815350389327,5.904869596935984,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4403193528693038,30,Low,High Volatility (CV=1.85)
2015-01-20,2673.87,1100.7407085860068,1453.2781847517306,1.8535035488152998,-16.360815350389327,268.0010060362173,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,-1,-0.6511826696640607,45,Medium,High Volatility (CV=1.85); Anomaly Detected
2015-01-23,40.08,1100.7407085860068,956.7004593252486,1.8535035488152998,-16.360815350389327,-0.9887219155860144,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42259694509356355,30,Low,High Volatility (CV=1.85)
2015-01-26,1097.25,1100.7407085860068,953.3530379829065,1.8535035488152998,-16.360815350389327,16.70900581020013,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4743298297059138,30,Low,High Volatility (CV=1.85)
2015-01-27,426.67,1100.7407085860068,933.6271860972176,1.8535035488152998,-16.360815350389327,1.8454151383794604,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42693632154548794,30,Low,High Volatility (CV=1.85)
2015-01-28,3.928,1100.7407085860068,961.6653926166681,1.8535035488152998,-16.360815350389327,-0.9869050952781,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42796641440193706,30,Low,High Volatility (CV=1.85)
2015-01-30,240.5,1100.7407085860068,945.419998370288,1.8535035488152998,-16.360815350389327,2.7077577701036013,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42829819625540233,30,Low,High Volatility (CV=1.85)
2015-01-31,290.666,1100.7407085860068,950.8837457958074,1.8535035488152998,-16.360815350389327,-0.23224879422283506,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4216794372186596,30,Low,High Volatility (CV=1.85)
2015-02-01,468.9,1100.7407085860068,366.9096459991712,1.8535035488152998,-16.360815350389327,-0.824636201460804,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4213891783590579,30,Low,High Volatility (CV=1.85)
2015-02-02,211.64600000000002,1100.7407085860068,346.61184756328964,1.8535035488152998,-16.360815350389327,4.28058882235529,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4285009814586894,30,Low,High Volatility (CV=1.85)
2015-02-03,97.11200000000001,1100.7407085860068,166.46054919552319,1.8535035488152998,-16.360815350389327,-0.9114951013898382,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4213091403212282,30,Low,High Volatility (CV=1.85)
2015-02-04,134.38400000000001,1100.7407085860068,150.1785835260932,1.8535035488152998,-16.360815350389327,-0.6850399606253076,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4218381646984039,30,Low,High Volatility (CV=1.85)
2015-02-06,330.512,1100.7407085860068,125.35005524643665,1.8535035488152998,-16.360815350389327,83.14256619144604,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.5660338765546582,30,Low,High Volatility (CV=1.85)
2015-02-07,180.32,1100.7407085860068,128.40777682946123,1.8535035488152998,-16.360815350389327,-0.2502286902286902,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4221979940483403,30,Low,High Volatility (CV=1.85)
2015-02-08,14.56,1100.7407085860068,152.1746426113883,1.8535035488152998,-16.360815350389327,-0.9499081419911514,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42743059162885033,30,Low,High Volatility (CV=1.85)
2015-02-11,2043.4,1100.7407085860068,718.0725466046151,1.8535035488152998,-16.360815350389327,3.35785881851141,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.4568025715246075,30,Low,High Volatility (CV=1.85)
2015-02-12,129.568,1100.7407085860068,722.8915276700523,1.8535035488152998,-16.360815350389327,-0.3878079434527466,34.063594357976655,-0.4218089658884653,0,0.3504463838550942,1,-0.42141223481893236,30,Low,High Volatility (CV=1.85)
2015-02-14,576.726,1095.3457463682473,709.96103552036,1.788184608380713,-20.453646496106785,4.938771727489908,34.063594357976655,-0.03270221612865126,0,0.3586563088377306,1,-0.43773745492436034,40,Medium,High Volatility (CV=1.79); Negative Trend (-20.5/day)
2015-02-15,21.36,1099.1458392516683,720.5253705455544,1.820814196156458,-26.5055873192436,-0.8410525062507441,-0.9258487815038534,-0.5297715849334226,0,0.3545075749273259,1,-0.43917247846310997,60,Medium,High Volatility (CV=1.82); Negative Trend (-26.5/day); Declining Sales (-92.6% drop)
2015-02-16,9.04,1099.3398340028496,740.9224737676026,1.8221916670245366,-34.37023648498332,-0.9726484968775718,-0.5372645372645373,-0.5405665730339816,0,0.35433454491569294,1,-0.45136081052826255,60,Medium,High Volatility (CV=1.82); Negative Trend (-34.4/day); Declining Sales (-53.7% drop)
2015-02-17,54.208,835.6077305364696,749.348840332216,1.8236349955791074,-11.679747052280309,-0.6993788819875777,-0.9876998479725897,-0.4834828016817088,0,0.35415342335878197,1,-0.4486401543401907,50,Medium,High Volatility (CV=1.82); Declining Sales (-98.8% drop)
2015-02-18,37.784,836.4119854429964,747.3706435667193,1.831970282621091,-16.951151724137933,1.5950549450549447,-0.5664884462699924,-0.5006864726416664,0,0.3531110499770018,1,-0.4558201321865562,50,Medium,High Volatility (CV=1.83); Declining Sales (-56.6% drop)
2015-02-20,95.59,835.5277877763122,200.58307839799895,1.8227084418145851,-22.14912191323693,-0.953220123323872,1.3576854775059197,-0.43422736938399076,0,0.35426967418468036,1,-0.45066686783951365,40,Medium,High Volatility (CV=1.82); Negative Trend (-22.1/day)
2015-02-21,8.85,836.3353917422036,205.9486674489513,1.8305908527348445,-27.832672969966627,-0.9316960978019264,-0.8385920116724421,-0.535689833397324,0,0.3532831313412271,1,-0.4686152141880398,60,Medium,High Volatility (CV=1.83); Negative Trend (-27.8/day); Declining Sales (-83.9% drop)
2015-02-22,19.44,836.1621146568897,31.180982931430172,1.8289438883162614,-33.73702936596217,-0.9662924855130512,0.955734406438632,-0.5235145501814042,0,0.35348880694667395,1,-0.4662658620202362,40,Medium,High Volatility (CV=1.83); Negative Trend (-33.7/day)
2015-02-23,11.364,600.7839821497607,32.1338129790123,1.7716910609485075,-15.257336596218016,-0.4679775280898876,-0.9968022916347172,-0.5455172070787715,0,0.3607905708141179,1,-0.4702130350926033,50,Medium,High Volatility (CV=1.77); Declining Sales (-99.7% drop)
2015-02-24,55.672,600.885093203615,30.969033279784945,1.7730851833904069,-18.997241379310342,5.158407079646018,-0.10148482892188515,-0.471338702196808,0,0.3606091893568838,1,-0.47347926929634193,40,Medium,High Volatility (CV=1.77); Declining Sales (-10.1% drop)
2015-02-27,19.456,602.7693766710905,31.174294878017186,1.8017716627750562,-22.361172413793106,-0.641086186540732,-0.8702500833611204,-0.522731598841544,0,0.3569170226418577,1,-0.4709860785171867,60,Medium,High Volatility (CV=1.80); Negative Trend (-22.4/day); Declining Sales (-87.0% drop)
2015-03-01,2203.151,692.4808234996578,820.0527299478971,1.7399795304889905,-10.544107452725251,57.30909908956172,6.344718032830606,2.6068141847024378,0,0.3649662301752798,-1,-0.6008812595006323,55,Medium,High Volatility (CV=1.74); Unusual Value (Z-score=2.61); Anomaly Detected
2015-03-02,47.76,692.7715237146834,822.6702609037687,1.7432072146985405,-15.100971968854282,-0.5003661470865154,-0.26369018253576726,-0.5047147888794239,0,0.36453680736979727,1,-0.45125965714544686,50,Medium,High Volatility (CV=1.74); Declining Sales (-26.4% drop)
